brand,vehicle_type,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Resale_Value_L,Initial_Mileage,Current_Mileage,value_for_money_score
TVS,Bike,78,472,156,50283,5,33419,2024,2025,185583,141016,273,214,0.7
BYD,Car,86,390,61,79847,7,4246,2022,2025,2244582,1461908,202,143,0.6
TVS,Car,91,177,172,71560,1,14985,2022,2025,832444,557458,199,198,0.7
TVS,Bike,84,101,120,72762,3,16402,2018,2025,160043,55288,319,308,0.4
MG,Bike,87,373,63,23592,3,7121,2024,2025,157630,128398,388,292,0.7
Tata,Bike,99,134,71,100769,7,34014,2023,2025,97907,74082,354,273,0.5
Kia,Car,86,364,88,64305,2,36849,2017,2025,3313206,833313,234,214,0.3
Kia,Car,73,494,165,97204,3,24099,2020,2025,2467068,1076308,153,150,0.6
BYD,Car,98,317,165,137762,2,6102,2020,2025,862372,397056,382,347,0.8
Ola,Car,61,166,170,93882,6,36895,2023,2025,1340461,908460,148,116,0.4
MG,Bike,76,168,166,122787,3,25124,2020,2025,192409,78357,242,213,0.5
Hyundai,Bike,60,323,162,118566,5,17019,2020,2025,166356,85346,109,78,0.5
Ola,Car,91,460,101,106380,6,18652,2023,2025,2402573,1778653,363,280,0.7
Mahindra,Car,78,393,142,13391,3,31095,2024,2025,1094768,899779,315,309,0.7
Ola,Car,73,425,116,130593,7,28646,2018,2025,2004287,578641,184,144,0.4
Ola,Bike,90,302,109,8259,1,13950,2022,2025,81114,52637,226,182,0.7
TVS,Bike,77,180,125,107701,6,39079,2020,2025,166914,84786,155,132,0.4
Ola,Car,73,165,66,131988,1,30408,2020,2025,2566369,1168899,166,131,0.2
Kia,Bike,73,396,116,70225,4,24897,2024,2025,109469,80303,400,294,0.7
Mahindra,Car,83,379,105,136443,6,14452,2022,2025,1178252,782726,260,217,0.6
Mahindra,Car,64,360,81,57572,4,32558,2021,2025,1299299,680921,295,208,0.4
Tata,Bike,75,376,70,53391,7,11183,2018,2025,198873,65238,394,318,0.5
Ola,Bike,64,105,92,92465,2,27556,2023,2025,87760,57618,214,166,0.3
TVS,Bike,72,231,113,30588,6,10889,2017,2025,109136,24365,210,186,0.4
Ola,Bike,75,364,79,72685,1,6184,2024,2025,105860,85841,296,222,0.7
Hyundai,Car,74,424,64,112912,4,4757,2019,2025,3295848,1154461,301,274,0.5
Hyundai,Bike,90,167,127,104971,5,7892,2022,2025,125396,79279,436,359,0.6
TVS,Bike,64,225,73,86248,3,11330,2023,2025,182504,125845,436,370,0.4
Tata,Bike,80,492,62,118974,1,20421,2024,2025,110935,84901,161,130,0.7
Tata,Bike,89,414,173,50929,5,16950,2021,2025,139622,68369,244,181,0.8
Mahindra,Car,82,270,141,117115,5,8122,2022,2025,2763264,1933467,225,166,0.6
Mahindra,Car,97,435,117,52942,6,4675,2023,2025,3126994,2249412,429,322,0.8
MG,Bike,88,128,86,79806,3,38597,2023,2025,82707,58315,251,223,0.4
TVS,Bike,72,275,63,88256,3,24800,2024,2025,120562,88369,330,259,0.5
Ola,Car,91,406,126,131136,5,38600,2020,2025,2369141,1264724,307,271,0.5
BYD,Car,86,391,123,138542,2,25255,2022,2025,3123969,2106845,398,304,0.6
TVS,Bike,93,431,150,108067,6,16153,2019,2025,181091,59687,225,206,0.8
MG,Car,92,204,151,17953,1,10587,2017,2025,2198821,522631,374,289,0.5
Mahindra,Car,63,144,145,46464,3,17581,2017,2025,2574017,542403,298,287,0.2
TVS,Car,77,200,101,36374,2,35743,2017,2025,3077761,698208,324,284,0.2
TVS,Car,65,325,88,63513,0,5984,2017,2025,900624,180124,354,281,0.4
Mahindra,Bike,87,203,139,133266,0,25991,2018,2025,161633,60825,159,156,0.5
Kia,Car,86,361,94,145258,3,37015,2018,2025,3262515,1247243,364,269,0.4
MG,Car,85,352,78,87307,7,13185,2019,2025,2747991,1102734,308,304,0.5
Mahindra,Bike,79,264,175,46263,3,12272,2024,2025,181967,133760,171,122,0.7
Tata,Bike,72,391,153,95194,0,39478,2021,2025,143171,77285,382,334,0.6
Ola,Bike,87,311,138,43447,4,16624,2021,2025,199983,104977,128,120,0.7
Mahindra,Car,93,243,128,111979,2,17235,2017,2025,1205375,241074,314,291,0.5
MG,Bike,82,335,90,86839,3,25578,2023,2025,183360,140856,216,196,0.6
Hyundai,Car,69,121,102,54518,6,31806,2019,2025,1776254,668324,276,195,0.2
Tata,Bike,89,168,154,110077,0,36767,2018,2025,116529,42301,208,165,0.4
Hyundai,Car,81,168,132,43582,0,17465,2020,2025,1334037,576405,315,249,0.5
BYD,Bike,64,345,136,147979,0,11866,2019,2025,167453,59422,230,165,0.5
Mahindra,Bike,68,162,166,87398,0,27623,2021,2025,115350,71301,432,401,0.4
Tata,Car,63,336,80,126177,6,34995,2022,2025,2766824,1572771,293,225,0.3
Ola,Bike,60,430,169,48750,0,38906,2017,2025,120990,30316,245,242,0.4
Mahindra,Bike,93,462,154,105230,0,4350,2021,2025,165308,101152,405,363,0.9
Ola,Bike,85,118,124,111707,3,38261,2024,2025,148044,123533,263,233,0.5
Kia,Bike,77,330,164,91928,5,30318,2021,2025,188780,93275,438,318,0.6
TVS,Bike,75,328,136,69379,5,16973,2022,2025,82405,52462,304,231,0.6
Hyundai,Car,82,457,93,90785,2,31827,2024,2025,3394085,2609178,142,113,0.6
Tata,Car,95,481,120,87197,0,4089,2018,2025,3295043,1062537,170,132,0.7
Ola,Bike,85,226,95,142614,0,13659,2022,2025,163300,113505,203,160,0.6
MG,Bike,61,245,139,81287,5,8655,2022,2025,148797,91148,174,136,0.5
Ola,Car,64,469,133,104897,0,6743,2019,2025,1950318,624465,318,290,0.6
MG,Car,88,428,161,11475,7,28577,2021,2025,2794170,1543399,340,305,0.6
Mahindra,Bike,63,213,100,95278,0,9597,2021,2025,90515,54017,426,299,0.4
Tata,Car,94,342,93,9994,0,36778,2020,2025,2266694,1153819,288,217,0.5
Ola,Bike,81,244,84,36163,1,3461,2018,2025,161041,56837,305,283,0.5
BYD,Bike,67,140,116,143932,1,7150,2017,2025,82990,16597,265,229,0.3
Ola,Bike,80,260,124,47422,0,35142,2024,2025,120568,87669,413,328,0.6
Kia,Bike,67,437,135,30089,0,35379,2019,2025,131751,56277,200,191,0.5
BYD,Car,64,176,81,115275,4,17397,2022,2025,2540784,1801292,249,211,0.3
Tata,Car,80,267,119,86277,4,9805,2024,2025,2645519,2176069,367,317,0.6
Kia,Car,86,383,113,53553,2,9635,2024,2025,1838648,1442885,368,340,0.7
Ola,Bike,97,209,81,75795,1,33167,2023,2025,159924,106695,266,225,0.5
MG,Car,64,294,120,50256,3,25093,2020,2025,2464721,1201144,448,333,0.4
Ola,Bike,80,327,171,115154,2,27026,2019,2025,198155,78747,238,178,0.6
Hyundai,Bike,67,266,125,15476,6,8797,2019,2025,163573,73773,301,285,0.5
Mahindra,Car,81,120,104,137608,6,20229,2023,2025,1287886,906780,287,268,0.4
TVS,Bike,77,264,131,6890,2,10252,2017,2025,111604,24299,134,94,0.5
MG,Bike,63,229,156,68029,0,16776,2019,2025,86861,39024,305,264,0.4
Hyundai,Bike,63,361,128,131862,0,22917,2021,2025,139334,81152,422,347,0.5
BYD,Car,96,151,123,83342,7,14872,2018,2025,2799617,972147,445,326,0.4
Mahindra,Bike,74,360,69,22135,3,34465,2022,2025,185585,107155,169,143,0.5
Tata,Car,97,274,126,141965,4,37769,2021,2025,3383585,1841296,147,144,0.5
MG,Bike,86,398,70,69275,0,27441,2024,2025,87878,67125,247,208,0.7
TVS,Car,80,195,177,115423,1,20899,2023,2025,3402631,2478198,147,129,0.5
Mahindra,Bike,63,456,153,66411,3,27796,2020,2025,155942,76606,423,412,0.6
BYD,Car,70,469,87,41389,5,10108,2020,2025,1870706,941405,367,280,0.6
Kia,Car,78,139,64,83525,3,12047,2023,2025,2751179,2070269,385,319,0.4
Kia,Bike,78,494,71,115338,0,17217,2023,2025,166971,107760,172,132,0.7
TVS,Bike,86,308,103,37779,3,39497,2017,2025,81252,19889,108,107,0.4
Tata,Bike,99,241,168,140339,4,6855,2019,2025,99104,41472,305,215,0.7
Tata,Bike,87,357,152,41366,0,22215,2020,2025,142917,70905,117,111,0.7
BYD,Car,64,266,149,104422,4,9564,2021,2025,1228208,706902,121,99,0.5
MG,Bike,84,290,152,117884,4,23790,2017,2025,122853,34800,191,189,0.5
BYD,Car,62,418,88,7004,5,29170,2018,2025,2701345,970714,418,351,0.3
Ola,Bike,85,218,137,62681,1,31887,2018,2025,119666,34718,366,325,0.4
Tata,Car,69,245,95,101982,0,38509,2018,2025,1687907,654670,435,378,0.2
Mahindra,Car,83,449,94,108970,1,16650,2018,2025,3176456,890797,324,237,0.5
Ola,Car,88,434,172,77145,1,33971,2017,2025,1963072,557745,161,158,0.6
Kia,Bike,66,228,67,129938,3,26847,2022,2025,86065,50942,396,351,0.4
Kia,Bike,82,244,75,133080,2,35522,2019,2025,135693,56785,229,179,0.4
Hyundai,Car,86,153,102,16845,0,7327,2017,2025,2162991,626367,259,207,0.4
TVS,Car,68,221,128,110431,4,22588,2021,2025,3305502,1705285,169,119,0.3
Ola,Car,62,223,75,89337,7,5068,2022,2025,3087783,1980747,365,279,0.3
TVS,Car,72,266,115,57219,5,3566,2021,2025,2383451,1439135,299,247,0.5
BYD,Car,65,421,100,119163,3,16203,2019,2025,1063139,402401,175,136,0.5
Ola,Bike,97,242,136,6691,1,14217,2023,2025,165727,115921,117,88,0.7
BYD,Car,80,121,67,21271,7,36302,2018,2025,3111553,921635,285,252,0.1
Hyundai,Bike,78,375,113,78154,5,22410,2020,2025,194403,98820,393,341,0.6
Tata,Bike,84,448,149,79392,1,4021,2021,2025,98784,62180,148,143,0.8
Kia,Bike,98,398,179,68791,7,5545,2017,2025,188876,37775,146,124,0.8
Hyundai,Car,63,376,64,130270,0,20252,2023,2025,1535681,1210060,427,369,0.5
Kia,Car,81,403,68,138297,3,10340,2019,2025,3106149,1317283,193,149,0.5
Tata,Car,64,421,161,88913,5,23513,2023,2025,2530414,1880265,289,280,0.6
BYD,Car,60,214,125,67794,5,17780,2024,2025,1762847,1472457,183,181,0.4
Tata,Bike,76,371,130,22669,4,19191,2021,2025,125774,72331,214,180,0.6
Kia,Bike,68,267,89,103690,1,15202,2022,2025,81654,48575,233,168,0.5
Kia,Bike,68,376,140,71789,3,11555,2023,2025,87191,58739,191,149,0.7
TVS,Car,83,456,167,64978,6,34787,2024,2025,3223731,2743221,211,148,0.7
Mahindra,Car,69,363,154,129015,4,13350,2020,2025,3372238,1449390,132,99,0.5
Hyundai,Car,79,349,124,111672,3,8070,2023,2025,2860788,2205497,137,96,0.6
Ola,Car,76,465,151,119137,1,3917,2019,2025,897030,314376,448,400,0.7
Kia,Car,72,354,89,72287,1,6728,2022,2025,1102019,729127,141,133,0.6
Hyundai,Car,88,441,106,108299,4,36065,2017,2025,910756,274273,357,342,0.5
TVS,Bike,95,157,154,110259,3,15806,2019,2025,139383,45878,330,256,0.6
Tata,Bike,82,104,147,74404,1,23415,2020,2025,146057,65566,335,289,0.4
TVS,Car,86,210,90,136353,7,13136,2020,2025,1402158,678723,102,92,0.5
MG,Bike,77,464,119,61446,7,29809,2024,2025,108176,92017,415,381,0.7
MG,Bike,77,385,176,83845,6,29389,2022,2025,195534,137154,181,128,0.7
Ola,Bike,68,450,134,9391,3,8577,2024,2025,191043,145264,300,230,0.8
TVS,Bike,62,364,165,44525,6,16105,2019,2025,192687,63356,266,216,0.5
BYD,Car,66,348,139,100250,0,19143,2017,2025,1822811,364562,182,142,0.4
Ola,Bike,74,194,68,34325,6,31492,2018,2025,131337,41677,386,360,0.3
BYD,Car,89,450,153,89817,7,31322,2021,2025,3419172,2002159,170,126,0.6
Ola,Car,68,396,135,74467,4,17972,2020,2025,2260353,1194904,100,97,0.5
MG,Bike,86,406,113,34842,2,37105,2021,2025,146087,84936,445,426,0.6
Ola,Car,95,284,170,75744,4,23912,2023,2025,1541261,1029590,410,350,0.7
MG,Bike,77,328,120,128726,1,20958,2022,2025,174793,105118,319,302,0.6
Kia,Car,90,416,123,47864,3,37917,2017,2025,1149073,229814,103,83,0.5
Tata,Car,76,361,139,116490,5,14647,2020,2025,1305802,680660,260,194,0.6
BYD,Bike,65,218,156,65246,4,9822,2023,2025,155733,119160,157,124,0.6
TVS,Bike,98,333,65,47732,2,13321,2020,2025,122790,56663,166,116,0.6
Kia,Car,84,381,104,48659,0,36002,2019,2025,867496,316688,322,319,0.5
Kia,Bike,97,301,124,79847,1,29266,2022,2025,104445,68587,263,245,0.7
Ola,Car,97,361,136,29757,3,8014,2019,2025,2712541,1019415,226,158,0.7
MG,Bike,90,152,96,77417,0,29844,2019,2025,113734,40348,217,205,0.4
Hyundai,Car,88,416,158,17480,1,4495,2021,2025,1861083,973394,370,278,0.8
BYD,Car,99,260,167,126201,4,24203,2021,2025,3040875,1819009,274,268,0.6
Kia,Car,68,343,149,94882,4,16741,2021,2025,2101862,1141212,430,326,0.5
Ola,Car,60,193,165,21876,7,31180,2019,2025,1827463,708664,345,263,0.3
Mahindra,Car,75,139,132,147179,2,25055,2018,2025,1743366,520883,254,249,0.3
Tata,Bike,97,379,76,40680,5,7199,2019,2025,145676,58712,312,264,0.7
Tata,Car,82,191,161,131099,0,6757,2024,2025,1680905,1317898,163,118,0.7
Hyundai,Bike,67,400,169,142872,7,30475,2024,2025,171049,138433,149,129,0.7
MG,Bike,71,137,158,112821,4,24180,2018,2025,110389,29010,394,347,0.4
Ola,Car,69,342,84,53033,2,7377,2022,2025,3102625,2082508,180,162,0.5
BYD,Car,75,463,109,136192,3,18891,2018,2025,1838342,691022,269,223,0.5
MG,Bike,83,235,130,108357,3,23968,2020,2025,98457,51340,308,285,0.5
Tata,Car,98,163,164,69738,0,35982,2024,2025,2326923,1783633,123,112,0.6
MG,Car,67,442,170,58326,3,33822,2021,2025,1979457,1156670,351,246,0.5
Tata,Bike,70,462,90,61665,4,21901,2020,2025,122057,62380,141,115,0.6
MG,Bike,85,300,91,140988,3,25512,2017,2025,190566,51473,354,287,0.4
Hyundai,Bike,66,406,174,120427,4,38097,2018,2025,93800,35600,298,293,0.5
TVS,Bike,74,361,107,58536,7,23400,2019,2025,169354,55408,285,202,0.5
Hyundai,Bike,74,274,142,92876,2,27533,2023,2025,116212,85792,400,312,0.6
Hyundai,Bike,62,276,174,120559,6,17662,2021,2025,198654,105945,165,120,0.5
TVS,Car,75,184,76,31573,6,17781,2024,2025,1814045,1380401,415,292,0.4
TVS,Bike,74,259,120,119093,4,3760,2018,2025,109564,36541,406,356,0.5
Kia,Bike,84,281,116,130027,4,23271,2023,2025,191795,126370,256,234,0.6
Kia,Car,92,135,116,115168,0,21859,2022,2025,1455181,877478,169,136,0.5
Ola,Car,73,444,129,111337,6,28129,2023,2025,3246000,2535321,268,256,0.6
BYD,Car,83,198,148,34958,3,3970,2024,2025,1271196,949533,107,76,0.7
BYD,Car,70,325,92,94950,4,18179,2022,2025,1926556,1304226,321,270,0.5
Ola,Car,62,136,78,29947,0,31067,2024,2025,1557577,1262410,241,229,0.3
Hyundai,Car,68,372,74,56004,0,13659,2022,2025,3057020,1716487,248,234,0.4
Hyundai,Bike,65,371,94,79271,7,21788,2019,2025,82082,35374,121,103,0.4
Tata,Car,90,285,108,116316,0,26276,2023,2025,3421544,2224458,344,342,0.5
Tata,Car,75,148,155,136568,1,19862,2018,2025,2517158,688419,402,284,0.3
BYD,Car,70,193,161,53186,7,37535,2019,2025,2774121,1002192,248,235,0.3
Ola,Car,76,406,95,129040,6,13744,2018,2025,2955020,713190,129,124,0.5
Mahindra,Bike,62,325,155,79187,7,18098,2017,2025,139322,27864,155,131,0.4
Kia,Car,78,104,155,11877,0,36337,2022,2025,2058863,1199079,420,383,0.4
Mahindra,Car,83,452,163,71967,0,35911,2024,2025,2638474,2274247,242,213,0.7
Ola,Bike,67,273,113,142462,6,8020,2024,2025,132963,108109,140,106,0.6
Tata,Bike,95,282,95,112829,4,15891,2019,2025,178861,75041,251,216,0.6
BYD,Bike,99,172,112,29056,0,27876,2019,2025,135617,62344,201,162,0.5
BYD,Car,61,244,119,42141,0,6515,2019,2025,1276969,578001,249,231,0.4
Tata,Bike,82,495,157,127338,1,16045,2017,2025,168481,34925,422,402,0.7
Mahindra,Bike,99,251,133,42170,1,7953,2021,2025,121530,61814,377,329,0.7
MG,Bike,89,155,103,83920,6,25805,2022,2025,171357,105815,317,265,0.5
MG,Car,84,282,92,79100,6,21328,2023,2025,2991746,2013192,257,233,0.5
Tata,Car,66,221,103,103737,7,39102,2022,2025,1641361,1016987,310,246,0.3
MG,Bike,87,343,114,47703,0,39928,2022,2025,98451,59351,449,383,0.6
TVS,Car,76,481,133,109257,7,26425,2023,2025,1810791,1233916,310,227,0.7
Ola,Car,91,303,103,21123,0,16553,2019,2025,2003377,698097,401,367,0.5
Ola,Car,60,178,110,88313,7,5832,2024,2025,2521565,2075809,219,164,0.4
Tata,Car,86,115,158,93924,4,9875,2019,2025,1792617,630060,117,104,0.5
Hyundai,Car,95,225,145,89661,7,20554,2020,2025,1857520,882228,440,420,0.6
Kia,Bike,66,186,110,117700,4,15087,2017,2025,193552,38710,284,208,0.3
Mahindra,Bike,62,377,146,57403,1,29780,2020,2025,180703,94925,321,307,0.5
Tata,Bike,89,465,66,54173,4,24249,2018,2025,182936,44262,134,123,0.6
MG,Bike,60,450,144,81526,6,19927,2022,2025,176192,122676,384,316,0.6
Mahindra,Car,93,142,60,69203,6,10842,2017,2025,3068456,675892,382,332,0.3
Hyundai,Bike,97,178,72,147333,7,17920,2021,2025,150099,79199,165,133,0.5
MG,Bike,95,376,132,36477,3,6873,2022,2025,148610,85445,345,305,0.8
BYD,Car,92,478,107,35393,5,12195,2024,2025,1321711,999247,220,175,0.8
Kia,Car,75,363,173,140850,7,26743,2021,2025,2288203,1408777,166,133,0.6
TVS,Car,97,404,170,52961,2,16064,2017,2025,802433,174494,358,341,0.7
MG,Car,70,327,143,5993,7,31436,2023,2025,2943774,2015834,365,262,0.5
TVS,Bike,67,224,106,101828,6,20883,2022,2025,134707,91531,171,141,0.4
Mahindra,Car,60,205,106,80100,6,20888,2019,2025,1955895,726351,290,267,0.3
TVS,Car,73,329,69,68469,1,4959,2017,2025,1960966,581012,251,184,0.4
Mahindra,Car,89,233,85,85177,1,31337,2023,2025,1223996,941006,160,143,0.5
Mahindra,Car,80,180,109,52089,4,31612,2018,2025,817575,274479,126,117,0.3
Mahindra,Car,80,459,106,122369,2,17765,2018,2025,937588,338090,431,390,0.6
Mahindra,Car,93,208,103,23949,7,6501,2022,2025,3128879,2219873,218,192,0.5
Mahindra,Bike,97,274,60,121988,2,3104,2024,2025,154600,120098,369,347,0.7
MG,Bike,85,263,168,147889,6,22166,2017,2025,136349,32802,344,309,0.5
Mahindra,Bike,73,224,122,7210,0,18529,2019,2025,143128,62481,436,434,0.4
MG,Car,99,447,76,92276,1,6636,2021,2025,1246322,745507,311,228,0.8
Mahindra,Car,94,476,76,47065,0,33956,2023,2025,1508969,1057840,182,167,0.7
TVS,Bike,77,466,98,99981,4,6744,2021,2025,184897,113501,422,311,0.7
BYD,Bike,79,122,102,17877,2,9293,2020,2025,189402,97114,402,386,0.4
Mahindra,Bike,68,465,135,130329,0,16194,2017,2025,118850,36111,362,345,0.6
Hyundai,Bike,92,430,100,136219,2,21398,2022,2025,86747,51621,304,216,0.7
Mahindra,Car,63,161,74,25076,5,33940,2023,2025,1944477,1251402,282,220,0.2
Mahindra,Bike,63,311,60,76215,0,10126,2023,2025,133322,100008,351,248,0.5
TVS,Car,75,351,117,43871,6,20700,2019,2025,2650654,1061113,168,146,0.4
Kia,Car,85,195,113,78717,7,36811,2018,2025,2608272,846193,119,112,0.3
Ola,Car,65,308,155,73617,0,13415,2024,2025,1622486,1279736,102,83,0.6
TVS,Bike,96,156,134,28961,2,27150,2017,2025,103112,26162,298,267,0.5
Hyundai,Bike,81,333,64,28774,7,4672,2020,2025,105184,55764,228,200,0.6
Ola,Bike,98,457,121,80328,4,25573,2023,2025,157890,118853,121,92,0.8
Tata,Car,66,425,174,148537,6,17033,2019,2025,1607794,563462,448,342,0.6
Tata,Car,89,164,141,96312,6,35891,2024,2025,1940482,1514150,436,408,0.5
Kia,Bike,69,392,173,11687,6,10389,2023,2025,95390,74371,263,208,0.7
Hyundai,Car,74,423,141,64218,6,29451,2021,2025,2766394,1653038,346,314,0.5
TVS,Bike,65,430,146,124360,5,32271,2019,2025,111340,45647,242,236,0.5
MG,Car,83,116,175,139169,3,32808,2019,2025,1104326,411998,433,366,0.4
Hyundai,Car,61,234,130,73804,3,37213,2021,2025,1188228,608671,401,338,0.3
BYD,Car,99,407,105,9837,1,18805,2024,2025,2372323,1856059,124,117,0.7
Ola,Car,74,229,149,147813,5,15538,2019,2025,3483603,1167323,173,148,0.4
Ola,Car,80,136,124,109843,3,21384,2024,2025,823811,617238,333,255,0.5
Mahindra,Car,77,349,87,61803,7,30828,2022,2025,1341005,856269,246,173,0.5
Tata,Car,64,156,143,143903,7,18907,2021,2025,2768168,1441216,404,284,0.3
Kia,Bike,84,456,100,131774,5,13805,2018,2025,160308,58632,309,217,0.6
Ola,Car,95,109,171,64655,2,29584,2019,2025,3413528,1426255,305,245,0.4
Hyundai,Car,69,180,82,78675,1,13702,2018,2025,3146640,1217118,142,135,0.2
Ola,Bike,82,189,91,64068,3,23531,2024,2025,190051,144191,133,122,0.5
Kia,Bike,83,488,117,48034,5,28876,2017,2025,152368,30473,154,138,0.6
Kia,Bike,69,488,161,5507,3,10567,2017,2025,170543,43208,177,172,0.7
Kia,Bike,65,219,98,76807,0,3239,2021,2025,94516,55166,373,327,0.5
Hyundai,Car,72,201,141,77098,6,21553,2021,2025,1333904,787285,205,180,0.4
MG,Car,80,126,92,41259,7,21043,2023,2025,2374878,1876148,144,123,0.4
Mahindra,Bike,91,360,117,34924,0,27964,2020,2025,146506,73828,187,141,0.6
Tata,Car,74,160,148,106454,3,25158,2019,2025,809970,378655,237,235,0.4
Ola,Bike,61,235,91,139199,5,7391,2017,2025,91306,20619,188,185,0.3
Hyundai,Car,74,196,171,78176,5,31233,2024,2025,2285647,1753857,375,371,0.5
TVS,Car,76,248,173,117147,5,19865,2019,2025,3470283,1444537,303,219,0.4
Tata,Car,79,326,109,123985,7,33507,2018,2025,817724,269496,187,154,0.4
MG,Car,65,376,110,79880,7,9968,2020,2025,1538430,772980,212,177,0.5
Hyundai,Car,74,406,151,27857,1,4393,2020,2025,1646460,839744,410,341,0.7
BYD,Bike,76,434,136,86722,6,38774,2018,2025,130422,44527,250,179,0.5
BYD,Car,85,327,78,11271,2,39119,2017,2025,2941425,663895,158,127,0.3
Mahindra,Car,81,414,62,37543,5,33868,2022,2025,1627908,1018677,134,110,0.5
Mahindra,Car,68,348,175,101253,3,4011,2020,2025,1290302,567270,239,217,0.6
MG,Car,71,357,150,43909,2,5753,2018,2025,3397576,1257033,104,84,0.5
MG,Car,81,413,76,148829,5,27824,2022,2025,1023867,579684,283,240,0.6
Mahindra,Bike,82,319,102,113704,1,4938,2021,2025,106851,58933,155,152,0.6
Ola,Car,96,335,88,31048,4,15429,2018,2025,890726,234266,239,233,0.6
Ola,Bike,73,119,172,147724,1,30595,2017,2025,164992,49622,274,211,0.3
Hyundai,Car,83,488,167,125794,7,39468,2024,2025,1736905,1417048,440,433,0.7
TVS,Car,67,444,103,5368,4,25556,2019,2025,2960746,1067996,416,353,0.4
Hyundai,Bike,85,237,111,105220,0,19842,2018,2025,193958,72818,284,239,0.5
TVS,Car,91,288,171,34708,2,8939,2018,2025,1935732,706139,145,124,0.6
MG,Car,87,204,156,61685,0,31113,2024,2025,3032260,2376626,241,211,0.5
Tata,Bike,91,467,87,84994,7,31410,2020,2025,98890,47141,243,186,0.6
Hyundai,Car,81,484,143,131205,6,3111,2023,2025,817629,597331,330,312,0.9
Hyundai,Bike,68,197,168,67154,2,12608,2019,2025,199262,88721,155,114,0.5
TVS,Bike,62,369,93,26155,1,27957,2021,2025,127634,80189,213,177,0.4
Kia,Bike,84,252,139,49392,3,19956,2022,2025,179671,127404,178,146,0.6
MG,Car,98,317,162,146631,3,31217,2024,2025,1835056,1428609,135,103,0.7
MG,Car,71,120,113,63801,4,14083,2023,2025,1826650,1325550,269,191,0.4
BYD,Bike,88,371,61,134667,3,8888,2022,2025,113743,67402,449,321,0.7
Kia,Car,62,301,173,43187,2,22017,2019,2025,3366168,1410634,308,270,0.4
TVS,Bike,82,259,151,85401,6,9444,2022,2025,178513,126742,381,372,0.7
MG,Car,82,163,76,147353,3,20320,2024,2025,2160676,1715048,379,285,0.4
Kia,Bike,77,183,171,69517,0,18640,2019,2025,139909,56337,236,178,0.5
Mahindra,Car,70,172,143,120898,5,21892,2019,2025,1828139,805591,108,86,0.3
Kia,Bike,95,159,77,106625,3,7511,2023,2025,95861,61423,440,330,0.6
Ola,Car,85,453,176,41804,0,6717,2023,2025,2005743,1550360,319,265,0.8
BYD,Bike,67,246,87,28304,4,15146,2018,2025,101150,33601,145,104,0.4
Mahindra,Car,87,146,87,74526,4,23282,2023,2025,2970025,2110747,182,175,0.4
Tata,Bike,77,322,111,99680,1,36356,2018,2025,193930,65665,343,241,0.4
Hyundai,Car,72,257,75,103576,1,25665,2018,2025,927770,311464,419,388,0.3
BYD,Car,95,146,92,108513,1,30181,2019,2025,3372019,1129865,327,290,0.3
Tata,Bike,99,388,144,103573,0,35232,2023,2025,150345,109567,264,201,0.8
Hyundai,Car,71,309,64,101806,1,32001,2023,2025,2324433,1676683,274,268,0.4
Ola,Car,81,120,170,58814,4,9481,2024,2025,2349344,1868582,236,205,0.6
Kia,Car,61,450,104,53367,3,18947,2018,2025,2217437,665262,300,286,0.4
MG,Car,99,418,96,127120,0,29260,2018,2025,3428128,1143757,297,231,0.5
Mahindra,Bike,87,330,141,26694,7,28457,2019,2025,112589,37192,206,172,0.6
TVS,Car,72,397,111,14498,7,4264,2021,2025,3491810,2158027,177,156,0.5
Mahindra,Car,92,204,123,32298,1,6481,2024,2025,3241751,2703092,334,304,0.6
Ola,Bike,62,225,121,145122,1,27970,2018,2025,169985,41809,397,299,0.3
Tata,Car,93,470,64,19799,4,18370,2020,2025,1549003,796001,371,366,0.6
TVS,Bike,82,398,171,133725,7,24683,2020,2025,147313,62086,344,312,0.7
MG,Car,91,167,166,108197,3,21589,2020,2025,2973465,1322045,225,221,0.5
Ola,Bike,79,125,70,106465,2,14437,2022,2025,156539,91924,319,242,0.4
